,MK,Kb,MKH,cont,Ka
CREB3,27.8613,25.3829,29.5774,30.738,35.1718
MTCO3P44,0,0,0,0,0
SERPINB1,68.5093,58.9679,41.9378,67.2955,50.0485
PROSER2-AS1,0.0534676,0.0803629,0.074583,0.0764145,0.107581
ENSG00000211956,0,0,0,0,0
ENSG00000280072,0,0,0,0,0
PCSK1N,10.0292,5.23462,2.17635,4.96244,0.268088
RP11-168L7.3,0,0,0,0,0
ALMS1P1,0.0225671,0.0286211,0.0499686,0.0128421,0.0308363
PROSER2,11.9073,13.8724,8.22738,11.8016,12.6838
KB-1125A3.14,0,0,0,0,0
ENSG00000262938,0,0,0,0,0
RP11-87H9.5,0.0818582,0.092019,0.237985,0.182252,0.311892
FOXD4L6,0.00954145,0,0,0,0.00784069
FRG1HP,5.3948,8.23194,5.8789,6.85196,6.13839
ENSG00000263140,0,0,0,0,0
IGHV7-34-1,0,0,0,0,0
NMU,6.88559,6.43787,7.33249,5.99211,2.3004
RP1-265C24.8,0.062699,0.131625,0.0992546,0.0382857,0.124811
FAM138E,0,0,0,0,0
KDM1B,6.72958,7.82955,5.83451,6.6587,7.4668
APMAP,65.8559,79.4417,44.402,61.083,55.7865
STATH,0,0,0,0,0
ZSCAN16-AS1,2.7553,2.89943,1.96065,2.44351,2.73086
NFATC1,0.170944,1.09205,0.172136,0.457671,0.160241
IGHV3-35,0,0,0,0,0
ZSCAN16,5.02246,4.30938,6.25904,5.11091,6.48885
PRX,0.77707,0.860735,0.7985,0.898656,0.822047
IGHV3-36,0,0,0,0,0
CTC-250I14.3,5.50486,3.83652,4.72408,3.62093,4.65219
PGM5P2,0.479339,0.596767,1.26316,0.849599,1.27178
RP11-75A9.3,0.0350671,0.0616448,0.120389,0.125749,0.14759
NACC1,40.1479,38.2461,35.6427,43.4319,39.8293
ENSG00000276582,0,0,0,0,0
KRBOX4,4.50889,5.04485,3.46792,5.75132,5.74269
LINC00929,0,0,0,0,0
RP11-846E15.1,0,0,0,0,0
AC010641.1,0,0,0,0,0
RP11-846E15.3,0,0,0,0,0
AC005546.2,0.33385,0.382876,0.273601,0.158993,0.432657
RP11-124L9.2,0,0,0,0,0
ENSG00000275269,0,0,0,0,0
ENSG00000279924,0,0,0,0,0
RP11-846E15.2,0,0,0,0,0
NAT8B,0,0,0,0,0
CTD-2256P15.5,0.197942,0.374032,0.330147,0.161441,0.108298
RP11-974F13.1,0,0,0,0,0
RPL13AP6,0.131196,0.192448,0.362104,0.171158,0.161958
RP11-846E15.4,0,0,0,0,0
RP11-124L9.1,0,0,0,0,0
RP11-403I13.5,0,0.00888094,0,0,0
DCTN5,24.8638,24.5185,28.4742,28.6427,29.4986
PRR25,0.0457153,0,0.028533,0,0
CBWD7,0.441025,1.00174,1.09619,0.586525,0.74668
ENSG00000277865,0,0,0.00193337,0,0
C2CD4C,0.0331939,0.0614135,0.133567,0.147059,0.0774058
RP11-124L9.5,0,0,0,0,0
SHOC2,10.8553,14.7697,15.1841,15.9776,15.7119
RP11-403I13.4,0.0193883,0.019184,0,0.0160919,0
LA16c-360A4.1,0,0,0,0.0242934,0
RP11-253E3.3,1.25588,1.42552,1.4614,1.43152,1.32118
PIGK,23.9856,27.7104,26.0063,24.7417,28.6794
ENSG00000229149,0,0,0,0,0
ENSG00000279081,0,0.0183046,0.0191271,0,0
RP11-253E3.1,0.474044,0.22609,0.394859,0.530963,0.196382
FAM91A3P,0.0331278,0.0194572,0.00710764,0.0208376,0.0162236
ENSG00000279516,0,0,0,0,0
MAGEA9B,0,0,0,0,0
EIF4A1P9,0.0249746,0.0238742,0.0127472,0,0
LRRC30,0,0,0,0,0
KB-1125A3.13,0,0,0,0,0
CTD-3007L5.1,0,0,0,0,0
RP13-539J13.2,0,0,0,0,0
ENSG00000223560,0,0,0,0,0
RP13-539J13.3,0,0,0,0,0
CTD-2535I10.1,0,0,0,0.0771181,0
RP11-403I13.10,0,0,0,0,0
ENSG00000165948,24.8459,23.3633,21.6934,24.8584,33.8871
RP11-373F14.1,0,0,0,0,0
RP11-279O17.2,0,0,0,0,0
HMGA1P6,0,0,0,0,0
RP11-1029J19.2,0,0,0.0459409,0,0
ENSG00000168468,0,0,0,0,0
RP11-403I13.7,0.00288891,0,0.00290359,0,0
METAP1,30.7303,26.1944,30.1682,29.5451,34.4796
RPS19,1258.11,1000.98,920.093,943.853,929.386
DCLK2,1.6512,2.13476,1.68238,1.33187,1.21522
FREM2-AS1,0,0,0,0,0
LINC00362,0,0,0,0,0
LINC01021,0,0,0,0,0
LINC02152,0,0,0,0,0
CAAP1,15.08,14.9266,16.0272,14.9051,15.7889
ENSG00000229125,0,0,0,0,0
FREM2,0.0578085,0.0478815,0.0368067,0.15567,0.123291
AC108938.3,0,0,0,0,0
ENSG00000281670,0,0,0,0,0
MSANTD3-TMEFF1,5.30244,4.26257,6.10019,5.82787,6.37781
RP11-279O17.3,0,0,0,0,0
RP11-403I13.9,0,0,0,0,0.00924041
CTD-2196E14.9,1.18047e-06,5.24151e-09,0.0717487,0.0165568,2.04435e-07
RP11-568A19.1,0,0,0,0,0
RP5-998N21.3,0,0,0,0,0
ENSG00000236727,0,0,0,0,0
CLYBL-AS2,0,0,0,0,0
RBBP8P1,0,0,0.00922773,0.00673325,0.0138154
ENSG00000280208,0,0,0,0,0
TMEFF1,0.570547,0.364701,0.276901,0.656549,0.356862
CLYBL,0.482211,0.341821,0.150805,0.244113,0.285968
RP11-337A23.5,0.0743503,0.146439,0.30472,0,0.243059
ENSG00000281362,0,0,0,0,0
DOCK11,1.28601,2.05207,4.22319,2.89432,3.00549
ENSG00000274473,0,0,0,0,0
RP11-195E2.2,0,0,0,0,0
AC010141.6,0,0,0,0,0
ENSG00000278718,0,0,0,0,0
TPTE2P3,0,0,0,0,0
MAPRE3,3.31984,3.03899,1.43717,2.29024,1.50601
RP11-164J13.1,0.0293238,0.039616,0.0144558,0.00513299,0.074078
RBMY1A1,0,0,0,0,0
ENSG00000279124,0,0.0101326,0,0.00913303,0
RP11-363H12.1,0.0255837,0,0.0516633,0.0416055,0.0625506
RP11-115D7.3,0,0,0,0,0
RP4-706A16.3,3.53344,3.57419,1.65358,2.76055,2.73428
ENSG00000279730,0.0711347,0.0597412,0.0617212,0.0654502,0.0643265
TFAP2A,2.13761,1.7878,1.54604,1.89733,2.64701
FAM199X,9.87883,13.6104,20.8862,20.3485,20.7231
BCAP31,130.876,78.604,121.575,127.727,130.8
ABT1P1,0.0160888,0.0474706,0.0666168,0.0270711,0
MSANTD3,56.3983,61.1538,57.5507,55.7074,59.9224
ENSG00000275571,0,0,0,0,0
MED15P3,0,0,0,0,0
RP11-109E12.4,0,0,0,0,0
RBM43P1,0,0,0,0,0
GLRXP2,0,0,0,0,0
SLC6A1-AS1,0,0,0,0,0
ENSG00000280645,0,0,0,0,0
RP11-62G11.1,0,0,0,0,0
SLC6A1,0,0,0,0,0
KCNK13,0,0,0,0,0.00694841
HEMK1,5.80441,7.69052,7.35426,7.30267,6.28122
FRMD4B,2.01168,3.07467,3.25504,2.12378,1.33418
OSGEPL1,6.95363,6.93013,5.16438,5.64115,4.7929
ENSG00000275125,0,0,0,0,0
LINC00923,0,0,0,0,0
ENSG00000278120,0,0,0,0,0
XXbac-BPG300A18.13,0.432272,8.50635e-06,0.450525,1.58041e-06,5.09823e-06
TTC4,13.2284,13.0811,11.9238,13.4086,12.369
MYL12A,323.091,325.86,183.844,258.241,226.767
ENSG00000204304,21.3123,18.2953,16.2995,19.3867,20.1145
ENSG00000274143,0,0,0,0,0
RBMY1B,0,0,0,0,0
UBA2,51.3379,46.429,41.6123,41.0313,33.3683
ENSG00000262795,0,0,0,0,0
MED11,16.2466,16.5738,12.696,17.3427,17.058
RP11-472G21.2,0.0466239,0.0900556,0,0.0392404,0.0383232
SNPH,3.05185,3.09349,2.1297,2.97269,2.99636
RP11-659F24.1,0,0,0,0,0
CLYBL-AS1,0,0,0,0,0
RP11-314A20.5,1.70554e-34,1.17805e-304,1.75903e-77,6.83441e-156,0.115664
IL17RD,4.74657,5.34799,4.81388,4.27166,3.0676
ENSG00000263160,0,0,0,0,0
CXCL16,0.788897,0.518337,0.250533,0.577112,0.639812
CHST3,26.4198,19.7569,9.26237,15.7277,14.8137
MROH7-TTC4,2.9448e-75,0.0150483,0.00630217,0.00539557,0.00517815
TPRKB,45.364,39.2413,30.9266,36.855,30.9161
RP11-526H11.1,0,0,0,0,0
LINC01912,0,0,0,0,0
ENSG00000274739,0,0,0,0,0
RP11-150D20.5,0,0,0,0,0
ENSG00000174775,60.1706,60.6008,42.9014,54.3209,57.5993
ENSG00000275434,0,0,0,0,0
RAD21L1,0.138331,0.223269,0.0980404,0.254047,0.189111
RP11-421N8.1,0.399359,0.831131,0.474869,0.690402,0.463571
SEMA7A,11.8686,12.4439,22.2761,17.7947,27.971
RGS11,0,0,0,0,0
OSGEPL1-AS1,0.74791,0.676317,0.270312,0.517182,1.08776
BRAT1,12.3093,16.9643,17.3713,16.8291,13.7201
THUMPD2,6.77084,7.66334,5.85228,6.19599,6.0445
RP11-455J20.3,0.190566,0,0.0511371,0.117584,0.15367
C3orf18,6.78607,6.4695,4.56998,5.52763,4.58677
RP11-272P10.3,0,0,0,0,0
LINC01235,0,0,0,0.0121996,0
ANKAR,1.13767,1.57461,1.39255,0.82996,0.99643
RP11-536O18.1,0,0,0,0,0
LINC00583,0,0,0,0,0
MYL12B,369.419,375.044,215.563,333.05,311.963
DLGAP5,60.6343,67.3206,84.3786,74.2981,73.8946
SHC2,0.318992,0.358443,0.1598,0.401137,0.150596
WASH3P,3.94923,2.34915,1.65113,2.44822,2.55651
ENSG00000281213,0,0,0,0,0
PES1P2,0,0,0,0,0
RP11-974F13,0,0,0,0,0
ENSG00000262159,0,0,0,0,0
PXK,38.146,28.1779,19.1685,38.1691,21.4169
ENSG00000281099,0,0,0,0,0
RP11-284P20.3,0,0,0,0,0
ENSG00000204385,0.00668184,0.452215,0.0129834,0.0685949,0.140208
ENSG00000279231,0,0,0,0,0.0141689
MROH7,0,4.56957e-36,0,0,0
ENSG00000262036,0,0,0,0,0
ENSG00000237421,0,0,0,0,0
ARL5B,14.3838,13.6874,14.5178,13.925,15.4425
RP11-483K5.2,0,0,0,0,0
SERPINB9P1,0.12426,0.337632,0.172747,0.368983,0.362476
RP11-754I20.1,0,0,0,0,0
LINC00890,0,0,0,0,0
RP11-483K5.3,0,0,0,0,0
SNAP25,0.189535,0.240155,0.081106,0.167847,0.118088
RNF183,0,0,0.0262808,0,0.0434126
ENSG00000281268,0,0,0,0,0
NDUFA1,56.308,65.3881,106.124,108.201,108.978
ENSG00000277131,0,0,0,0,0
ENSG00000262592,0,0,0,0,0
RP13-270P17.1,0.411835,0.440138,0.305865,0.455781,0.460394
ENSG00000280943,0,0,0,0,0
PLA2G12AP2,0,0,0,0,0
WSB1,28.504,33.7052,34.0336,30.9139,31.3275
ENSG00000229136,0,0,0,0,0
HNRNPA1P41,0,0,0,0.0145107,0
SERPINB9,24.1429,27.6078,17.3324,47.3165,22.0928
STX10,38.773,37.3579,31.5337,40.0668,40.6093
BNIP3P5,0.061212,2.26975e-56,0.0633304,1.62724e-75,0.102346
RPL3P11,0,0,0,0,0
OR6A2,0,0.0450658,0,0.0192867,0
ANKRD26P2,0,0,0,0,0
USP13,7.9324,9.61142,8.74733,8.58931,8.38503
ENSG00000276825,0,0,0,0,0
RPL7P3,0,0,0,0,0
ATP5HP3,0,0,0,0,0
PSG1,0.251838,0.19898,0.308304,0.230477,1.88383
GANC,5.55448,5.76419,4.47341,5.09849,5.00393
CD81-AS1,0.0692451,0,0.0782925,0.0709641,0.048564
PHF8,6.60939,7.00169,4.25988,6.85325,8.34038
NBAS,9.15865,9.48122,6.28755,8.31293,6.53563
DLGAP3,0.00920542,0,0.00853404,0,0
CMBL,9.29321,9.3649,7.5486,7.12284,6.03584
ENSG00000275581,0,0,0,0,0
CD81,102.714,100.124,61.2664,93.0703,84.1408
DIO3OS,0,0,0,0,0
CHCHD4P4,0.213631,0.204861,0,0.0586426,0.057858
RNF113A,4.00437,4.87326,10.0938,8.7248,10.5124
CCER2,0.10248,0.159548,0.0324527,0.0501734,0.0381339
HRH1,9.9253,11.3768,10.4329,11.4979,8.64027
ENSG00000281909,0.0287977,0,0,0,0
MRPL20,64.0279,51.2499,67.9874,57.6455,62.1573
AC007967.4,0,0,0,0,0
AC004051.2,0,0,0,0,0
RP1-90J20.10,0,0,0,0,0
OFD1P3Y,0,0,0,0,0
ENSG00000225382,0,0,0,0,0
RLF,9.80744,10.4257,11.6516,10.7053,10.6702
RBMXP4,0.0102124,0,0.0206343,0.0163395,0.0326852
DDX11L9,0,0,0,0,0
CDY3P,0,0,0,0,0
RP1-90J20.2,0,0,0,0,0
ANKEF1,3.18372,2.65263,2.72879,2.44904,2.47648
AC140725.4,0,0,0,0,0.0717233
ODF3L2,0.076544,0.0348518,0,0,0.0398056
ENSG00000279389,0,0,0,0,0
HSFX2,0,0,0.0116459,0,0
ENSG00000281519,0,0,0,0,0
RP4-758J18.2,7.57643,7.6807,6.86559,6.64796,9.71765
SDAD1P4,0,0,0,0,0
TATDN2P3,0,0,0,0,0.014107
SGCG,0.0109775,0.0106535,0.011389,0.026708,0
LINC00958,0.0294444,0.0615455,0,0.00788037,0.0174783
RP5-998N21.4,0,0,0,0.00737237,0.00763539
RP11-560B16.5,0,0.0125483,0,0.0100877,0
ABC7-42418200C9.1,0,0,0,0,0
TMEM114,0,0,0,0,0
CTD-2518G19.1,0,0,0,0,0
RP5-998N21.7,0.418028,0.357683,0.187509,0.391197,0.151635
OR2D2,0,0.0193765,0.0406803,0.01627,0.0158335
RP5-998N21.10,2.96772,3.10123,3.44173,2.70001,2.20902
FCGR1CP,0,0,0,0,0
USP9YP22,0,0,0,0,0
OR10A2,0,0,0.0208158,0.017019,0.0325497
HIST2H3PS2,6.93314,6.09731,9.79975,4.12017,4.28757
ZNF214,0.753006,0.812608,1.28149,1.0199,1.23787
RPL22P5,0,0,0,0,0
ASB5,0,0,0,0,0.0146382
ENSG00000274327,0,0,0,0,0
ENSG00000278707,0,0,0,0,0
STOML3,0,0,0,0,0
HIST2H2BB,17.037,17.436,23.3131,17.683,16.8398
AIFM1P1,0,0,0,0,0.00732258
ENSG00000276550,2.91152,3.76432,2.61329,3.11763,4.16642
RP11-754I20.3,0,0,0,0,0
NBPF22P,0,0,0,0,0
RP11-139J15.5,0,0,0,0,0
RP11-560A7.1,0,0,0,0,0
RP11-111F16.2,0.241408,0.117255,0.243144,0,0
EIF4BP7,0.138558,0.0941358,0.19157,0.150528,0.171816
RP11-288D15.1,0,0,0,0,0
LINC02103,0,0,0,0,0
TFAP2A-AS1,0.957389,1.44964,0.434455,1.49123,1.31798
ENSG00000234954,0,0,0,0,0
RPL18AP15,0,0.0426627,0.0436014,0,0
CTD-2134P3.1,0,0,0,0,0
OR10A5,0,0,0,0,0
CTD-2134P3.2,0,0,0,0,0
AF096876.1,0,0,0,0,0
ENSG00000281078,0,0,0,0,0
RP4-568F9.6,0.0159287,0.0313403,0.0085464,0.0184853,0.0193784
CTD-2269E23.3,0,0,0,0,0
ASPG,0,0,0,0,0
ENSG00000272835,0,0,0,0,0
CTC-497E21.3,0.148342,0.0340795,0.0355976,0.0925223,0.092315
RP11-128D14.1,0,0,0,0,0
RP11-120K18.2,0,0.0431799,0.0356633,0,0
ENSG00000275463,0,0,0,0,0
BNIP3P6,0,0,0,0,0
ZNF215,2.77823,2.96159,3.09469,2.79184,2.22553
RP11-157F20.1,0,0,0,0,0
CLDN17,0,0,0,0,0
RP11-482M8.1,0.210962,0.116823,0,0.13732,0.0872429
LINC00851,0,0,0,0,0
ITGAD,0,0.00649278,0,0,0
HIGD1AP15,0,0,0,0,0
RP4-758J18.13,0.522665,0.498504,0.53873,0.577373,0.708465
AKR1B10P2,0,0,0,0,0
CTD-2269E23.2,0,0,0.110049,0,0
ENSG00000277316,0,0,0,0,0
RP5-839B4.8,0,0,0,0,0
LINC00307,0,0,0,0,0
CTD-2269E23.4,0,0,0,0,0
LSP1P3,0,0,0,0,0
SNAP25-AS1,0.00699681,4.15889e-217,0,0,2.67741e-216
ARHGDIG,0.0197737,0,0,0,5.99195e-203
USP9YP4,0,0,0,0,0
CLDN8,0,0,0,0,0
RP11-1264N5.1,0,0,0,0,0
SUCLG2P4,0,0,0,0,0
RP11-536C10.2,0,0,0,0,0
RP11-536C10.4,0,0,0,0,0
RP11-196D18.1,0,0,0,0,0
RP11-536C10.3,0,0,0,0,0
RP11-536C10.5,0,0,0,0,0
RP11-196D18.2,0,0,0,0,0
ELOCP4,0,0,0,0,0
LINC00880,0.579082,0.18686,0.326619,0.447789,0.850226
RP11-416N4.4,0.0603085,0.0591241,0,0,0
ENSG00000232974,0,0,0,0,0
ENSG00000234623,0,0,0,0,0
RPL23AP6,0,0,0,0,0
EXOC3L1,0.188656,0.0595765,0.108166,0.618559,0.1543
ENSG00000276999,0,0,0,0,0
LINC00881,0.0358843,0.0268121,0,0.0716002,0.119026
FAM72C,1.12661,1.13549,0.854233,1.22423,0.983652
LINC02079,0,0,0,0,0
RP11-416N4.1,0.0511913,0,0.10646,0.0414534,0.208576
ENSG00000280066,0,0,0,0,0
CTD-2007N20.1,0,0,0,0,0
SEC24B-AS1,0.462002,0.732527,0.555408,0.723562,0.611711
CTD-2206N4.5,0,0,0,0,0
SPOCK2,0.564904,0.0899168,0.143365,0.0704084,0.0637986
ENSG00000279280,0,0,0,0,0
ZNF90P3,0,0,0,0,0
LINC02029,0.160606,0.166178,0.285197,0.382412,0.418862
ENSG00000273713,0,0,0,0,0
SAPCD2P4,0,0,0,0,0
ENSG00000224753,0,0,0,0,0
SEPT14P1,0,0,0,0,0
RGPD6,0,0,0,0,0.010466
SEC24B,16.9003,14.9687,16.0664,15.6353,15.3574
MTND4LP12,0,0,0,0,0
MTND2P16,0,0,0,0,0.0211515
AC096558.1,0,0,0,0,0
RP11-354E11.2,0,0,0,0,0
ENSG00000275777,0,0,0,0,0
SATB1,3.05205,4.16339,4.53053,3.26774,3.67967
AC092652.1,0,0,0,0,0
LRRC37A11P,0.00319677,0.013101,0,0.00546832,0
RP11-570L15.2,0,0,0,0,0
ZNF962P,0,0,0,0,0
RP11-358N2.2,0.220666,0.147055,0.159467,0.115602,0.0594463
MTCO3P5,0,0,0,0,0
IGLJ4,0,0,0,0,0
RP11-543P15.3,0.0204182,0.0195468,0.0201117,0.00871175,0.0251364
SOGA1,7.23128,6.63187,8.81852,6.75905,6.04794
TSPAN9-IT1,0.125511,0,0.0634118,0,0
OR10A4,0.0223601,0.0220772,0.0464525,0.0377938,0
IGLC4,0,0,0,0,0
RP11-543P15.1,1.28213,0.813953,1.29804,1.58207,1.23331
RP11-570L15.1,0,0,0,0,0
IFI16,27.1903,29.8506,45.3189,30.2464,34.4081
RP11-265G8.3,0,0,0,0,0
IGLJ5,0,0,0,0,0
RP11-153F1.2,0,0,0,0,0
RP11-131L23.1,0.0481787,0.0842641,0.160141,0.0228696,0.0234006
OR2D3,0.023385,0.0456778,0.0248546,0,0
UBE2V2P1,0,0,0,0,0
FAM234A,16.9259,18.8574,16.2546,15.337,16.4296
TSPAN9,18.588,18.7195,14.8148,17.7779,11.8644
IGLC5,0,0,0,0,0
MTND3P9,0,0,0,0,0
CTD-2206N4.1,0,0,0,0,0
ENSG00000280768,0,0,0,0,0
RP11-153F1.1,0,0,0.0516102,0,0
MTCYBP11,0,0,0,0,0
HMGN1P20,0,0,0,0,0
IGLJ6,0,0,0,0,0
RP11-434H14.1,0,0,0,0,0
WI2-87327B8.1,0,0,0,0,0
ENSG00000235788,0,0,0,0,0
MTCO2P5,0,0,0,0,0
IGLC6,0,0,0,0,0
MALRD1,0.00717506,0,0.0848476,0.0159637,0.022837
MTND6P11,0,0,0,0,0
RP11-373D7.1,0,0,0,0,0
CTD-2252P21.1,0,0,0,0,0
IGLJ7,0,0,0,0,0
RP11-499O7.7,0.2932,0.0447073,0.0453052,0.0819505,0
RP11-190J23.1,0,0,0,0,0
AKR1C2,0.2087,0.403983,0.361033,1.98287,0.243024
ARHGAP15,0,0,0,0,0
DDAH1,85.5828,66.4892,51.9964,69.3945,70.6826
CSAD,1.02112,1.05889,1.51888,0.913487,1.64756
RP11-585K6.2,0,0,0,0,0
TMEM185A,5.96448,2.96176,5.54609,5.6058,6.65373
SEPT7P4,0,0,0,0,0
RP5-905H7.3,0,0,0,0,0
PHKG1P1,0,0,0,0,0
NLRP1,4.50416,5.88992,3.89717,5.82225,5.15287
RP11-244H3.1,0.238955,0.417307,0.412982,0.291253,0.384364
ZMYM6,7.57098,7.88597,9.18642,8.36211,9.79436
ESX1,0.0108057,0,0,0,0
RP11-49L2.1,0,0,0,0,0
RP4-791M13.4,0,0,0,0,0
ENSG00000248687,0,0,0,0,0
RP4-791M13.5,0,0,0,0,0
ASXL1,41.118,46.7923,37.3307,35.5703,39.8981
RP11-42L13.3,0,0,0,0,0
IGHV3-37,0,0,0,0,0
ISYNA1,1.85526,2.44948,2.88458,3.23136,1.36988
CAPN3,0.0911967,0.0838295,0.130732,0.10398,0.198093
LPAR5,0.185498,0.326005,0.274434,0.407566,0.0336593
RP4-758J18.7,0,0.101275,0.0493905,0,0.0462913
IGHV3-38,0,0,0,0,0
RP11-65N13.6,1.53816,1.10936,1.27206,0.593798,0.344551
CD79A,0.0617787,0.0529744,0.0358067,0.0421019,0.0506998
RP11-414H17.5,0.0661758,0.125782,0.0640817,0,0
BCL10,15.559,18.6146,20.9845,21.5301,23.5276
RP11-1305N21.3,0,0,0,0,0
IGHVIII-38-1,0,0,0,0,0
ANKRD65,0.304353,0.260076,0.254854,0.67826,0.289349
RP13-494C23.1,0,0,0,0,0
RPL26P30,0.182384,0.021754,0.117899,0.0555755,0.0750865
RP11-58A12.3,0.553754,0.826577,0.612577,0.828608,1.63653
SMIM20,15.4693,13.55,16.427,14.9925,14.2654
IGHV4-39,0,0,0,0,0
RP11-87H9.4,1.1126,1.44789,1.18409,1.12161,1.22108
ACRBP,0.116676,0.11489,0.0552973,0.0351089,0.0570391
BX255923.3,0,0,0,0.00584259,0.0229323
IGHV7-40,0,0,0,0,0
SELENBP1,3.85485,3.2444,5.37454,4.37248,1.54866
TREML5P,0,0,0,0,0
VDAC1P2,0.0657416,0.093145,0.0496813,0.0521995,0.0541643
CTD-2206N4.4,0.00955144,0.00647373,0.00942506,0.0304066,1.53189e-109
ITSN2,12.9472,13.094,10.3109,10.8357,9.103
SLC39A5,0.102538,0.212003,0.18219,0.254686,0.127126
AB019438.66,0,0,0,0,0
GAPVD1,27.5459,25.1723,21.4321,21.4857,20.9029
PFKFB3,10.6136,16.5294,14.1066,14.2313,14.6964
PDE4DIP,3.61403,4.65792,2.91942,3.24197,3.65118
SPCS3,46.3021,42.329,62.1799,46.9127,53.9336
RP11-259K15.2,0,0,0,0.0363766,0.0181608
RP11-131L23.2,0.138566,0.38706,0,0.10628,0
SEL1L3,0.0802266,0.883446,1.52754,0.527751,0.155232
RP11-496I9.1,0.449234,0.976751,0.48813,0.443906,0.596214
PLXDC1,0.309365,0.418885,0.193187,0.686874,0.168536
MTND4P22,0,0,0,0,0
RP11-87F15.2,3.07889e-64,6.39381e-87,5.34538e-22,1.70687e-71,4.54755e-66
RP11-361I14.2,0.0335036,0,0,0,0
TMEM35B,18.4783,17.4879,12.0377,14.877,14.108
PSMC1P9,0.045412,0,0.0285697,0.00719536,0.0147466
MTND5P24,0,0,0,0,0
ENSG00000185522,2.09495,2.32431,1.57948,1.9674,2.82617
ENSG00000224379,0,0,0,0,0
ENSG00000260221,0,0,0,0,0
PLCZ1,0.0874102,0.0904659,0.284082,0.120997,0.132987
KLHDC2,22.8107,27.3624,20.8419,25.5673,23.6595
OR7E89P,0,0,0,0,0
FUT2,0.36126,1.16801,0.539282,0.239446,0.848696
NANOGP9,0,0,0,0.0214767,0
OR7E28P,0,0,0,0,0
RP11-32P22.1,0.0693792,0.0683206,0.0715774,0,0
RP11-244H3.4,1.74267,1.47572,2.12386,1.86688,1.98297
GRK5-IT1,0.0768569,0,0,0.0623994,0.062436
RP11-314A15.3,0,0,0,0,0
RP11-79M19.2,0.0810281,0.0478414,0.0551722,0.0226647,0.0666002
DAPL1,0,0,0,0,0
AC009878.2,0,0,0,0,0
ENSG00000227326,0,0,0,0,0
BCS1L,13.2766,13.7306,13.6743,14.0935,17.2322
ETF1P3,0,0,0.0191238,0,0
GRK5,3.54034,6.58292,6.11328,6.26473,5.91665
CENPK,30.2126,34.1985,31.267,36.3691,29.1636
ENSG00000229499,0,0,0,0,0
CTD-2256P15.3,0,0.0919316,0.0979332,0.0772452,0
TMEM88B,0,0,0.0755185,0,0
RP11-314A15.2,0.0319752,0,0.0167278,0,0
CORO1A,0.439918,0.500777,0.513845,0.629733,0.732104
ENSG00000273194,0,0,0,0,0
ENSG00000277238,0,0,0,0,0
ENSG00000280821,0,0,0,0,0
ENSG00000280750,0,0,0,0,0
ENSG00000277254,0,0,0,0,0
ENSG00000272532,0,0,0,0,0
WDR31,0.65915,0.789244,0.536045,0.692189,0.639695
ENSG00000161328,0.107982,0.12378,0.155286,0.10477,0.173721
ENSG00000278111,0,0,0,0,0
ENSG00000274699,0,0,0,0,0
TIMM17B,66.9861,52.9663,28.4055,57.421,61.9337
ENSG00000275679,0,0,0,0,0
TLE4,0,0.00529956,0,0,0
ESD,37.7409,44.7993,38.3978,40.4548,42.1921
ANKRD52,9.9352,7.66907,10.6033,8.66849,9.19871
ENSG00000277823,0,0,0,0,0
AC140076.1,0.159966,0.0518322,0,0.0438241,0.0873297
RP11-158G18.1,0.038776,0,0.0438425,0,0
SATB1-AS1,0.0168239,0,0.369318,0.0585053,0.186564
SALL1P1,0,0,0,0,0
IGHVII-40-1,0,0,0,0,0
ENSG00000099849,29.9821,31.0474,18.4719,25.2102,26.9399
RP11-56L13.1,0,0,0,0,0
IGHV3-41,0,0,0,0,0
ENSG00000276217,0,0,0,0,0
HOMER2P1,0,0,0,0,0
ENSG00000276167,0,0,0,0,0
RP4-761J14.10,0.28645,0.158126,0.341698,0.226276,0.164838
ENSG00000276541,0,0,0,0,0
IGHV3-42,0,0,0,0,0
LINC01120,0.0107865,0.0104193,0,0,0
RP11-1292F20.1,0,0,0,0,0
GNAQP1,0,0,0.0263062,0.0301097,0.0411181
RP11-17M15.2,0,0,0,0,0
ENSG00000278307,0,0,0,0,0
NOC2LP2,0.0526241,0.0215289,0.0445547,0.0446985,0.0247722
PAGE1,0,0,0,0.0401951,0.020183
ENSG00000280613,0,0,0,0,0
SSBP4,18.4918,21.2838,17.916,18.8597,17.5387
DCST1,0.0224247,0.0495717,0.0473967,0.0812504,0.0247293
RP11-17M15.4,0,0,0,0,0
RP11-753A21.2,0,0,0,0.00642002,0
SEC24D,21.7072,18.2013,18.0285,20.0009,16.3393
RHOQP2,0.0303337,0,0,0.0771569,0
IGLC7,0,0,0,0,0
AP000361.2,0,0,0,0,0
RP11-302F12.10,0,0,0,0,0
AP000362.1,0,0,0,0,0
LINC01770,1.44318,0.719002,0.331341,0.682701,0.354981
ZKSCAN8,7.55152,6.89999,8.1057,7.68664,8.04287
ENSG00000281417,0,0,0,0,0
IGHV3-43,0,0,0,0,0
ENSG00000273397,0,0,0,0,0
ARRDC4,0.632531,0.811239,0.559472,1.07451,1.55378
ENSG00000277334,0,0,0,0,0
VWA1,19.8938,25.7938,7.15325,21.7059,10.7064
ENSG00000278415,0,0,0,0,0
ENSG00000274236,0,0,0,0,0
ACSS1,8.50818,8.23528,1.08058,3.64324,3.20921
SRGAP2D,2.86323,2.27078,2.12806,2.24972,2.20613
